code,name,theme
051490,나라엠앤디,2차전지(소재/부품)
001390,KG케미칼,2차전지(소재/부품)
243840,신흥에스이씨,2차전지(소재/부품)
222420,쎄노텍,2차전지(소재/부품)
121600,나노신소재,2차전지(소재/부품)
055490,테이팩스,2차전지(소재/부품)
086520,에코프로,2차전지(소재/부품)
312610,에이에프더블류,2차전지(소재/부품)
020150,일진머티리얼즈,2차전지(소재/부품)
131100,스카이이앤엠,2차전지(소재/부품)
011790,SKC,2차전지(소재/부품)
093370,후성,2차전지(소재/부품)
005490,POSCO,2차전지(소재/부품)
005070,코스모신소재,2차전지(소재/부품)
005420,코스모화학,2차전지(소재/부품)
032560,황금에스티,2차전지(소재/부품)
220260,켐트로스,2차전지(소재/부품)
161000,애경유화,2차전지(소재/부품)
247540,에코프로비엠,2차전지(소재/부품)
003670,포스코케미칼,2차전지(소재/부품)
054210,이랜텍,2차전지(소재/부품)
025900,동화기업,2차전지(소재/부품)
033160,엠케이전자,2차전지(소재/부품)
265560,영화테크,2차전지(소재/부품)
178920,PI첨단소재,2차전지(소재/부품)
065350,신성델타테크,2차전지(소재/부품)
093230,이아이디,2차전지(소재/부품)
006110,삼아알미늄,2차전지(소재/부품)
011500,한농화성,2차전지(소재/부품)
006650,대한유화,2차전지(소재/부품)
075970,동국알앤에스,2차전지(소재/부품)
014820,동원시스템즈,2차전지(소재/부품)
226440,한송네오텍,2차전지(소재/부품)
001570,금양,2차전지(소재/부품)
096630,에스코넥,2차전지(소재/부품)
005930,삼성전자,3D 낸드(NAND)
000660,SK하이닉스,3D 낸드(NAND)
240810,원익IPS,3D 낸드(NAND)
031980,피에스케이홀딩스,3D 낸드(NAND)
084370,유진테크,3D 낸드(NAND)
089030,테크윙,3D 낸드(NAND)
095610,테스,3D 낸드(NAND)
036490,SK머티리얼즈,3D 낸드(NAND)
104830,원익머트리얼즈,3D 낸드(NAND)
074600,원익QnC,3D 낸드(NAND)
045100,한양이엔지,3D 낸드(NAND)
079370,제우스,3D 낸드(NAND)
092070,디엔에프,3D 낸드(NAND)
014680,한솔케미칼,3D 낸드(NAND)
222800,심텍,3D 낸드(NAND)
093370,후성,3D 낸드(NAND)
086390,유니테스트,3D 낸드(NAND)
281820,케이씨텍,3D 낸드(NAND)
319660,피에스케이,3D 낸드(NAND)
196700,웹스,4대강 복원
001840,이화공영,4대강 복원
026150,특수건설,4대강 복원
043910,자연과환경,4대강 복원
060560,홈센타홀딩스,4대강 복원
010960,삼호개발,4대강 복원
046940,우원개발,4대강 복원
029960,코엔텍,4대강 복원
101670,코리아에스이,4대강 복원
003010,혜인,4대강 복원
065440,이루온,5G(5세대 이동통신)
017670,SK텔레콤,5G(5세대 이동통신)
032500,케이엠더블유,5G(5세대 이동통신)
050890,쏠리드,5G(5세대 이동통신)
138080,오이솔루션,5G(5세대 이동통신)
032640,LG유플러스,5G(5세대 이동통신)
030200,KT,5G(5세대 이동통신)
078000,텔코웨어,5G(5세대 이동통신)
005930,삼성전자,5G(5세대 이동통신)
178320,서진시스템,5G(5세대 이동통신)
192410,THQ,5G(5세대 이동통신)
066570,LG전자,5G(5세대 이동통신)
088800,에이스테크,5G(5세대 이동통신)
095270,웨이브일렉트로,5G(5세대 이동통신)
010170,대한광통신,5G(5세대 이동통신)
215790,이노인스트루먼트,5G(5세대 이동통신)
073490,이노와이어리스,5G(5세대 이동통신)
218410,RFHIC,5G(5세대 이동통신)
037460,삼지전자,5G(5세대 이동통신)
035460,기산텔레콤,5G(5세대 이동통신)
056360,코위버,5G(5세대 이동통신)
091440,텔레필드,5G(5세대 이동통신)
049080,기가레인,5G(5세대 이동통신)
127160,매직마이크로,5G(5세대 이동통신)
073540,에프알텍,5G(5세대 이동통신)
007660,이수페타시스,5G(5세대 이동통신)
230240,에치에프알,5G(5세대 이동통신)
052460,아이크래프트,5G(5세대 이동통신)
173130,오파스넷,5G(5세대 이동통신)
065530,와이어블,5G(5세대 이동통신)
069410,엔텔스,5G(5세대 이동통신)
122990,와이솔,5G(5세대 이동통신)
242040,나무기술,5G(5세대 이동통신)
264450,유비쿼스,5G(5세대 이동통신)
061040,알에프텍,5G(5세대 이동통신)
062970,피피아이,5G(5세대 이동통신)
115440,우리넷,5G(5세대 이동통신)
105550,트루윈,5G(5세대 이동통신)
178920,PI첨단소재,5G(5세대 이동통신)
353200,대덕전자,5G(5세대 이동통신)
332570,와이팜,5G(5세대 이동통신)
175140,인포마크,5G(5세대 이동통신)
093520,매커스,가상화폐(비트코인 등)
033320,제이씨현시스템,가상화폐(비트코인 등)
049470,SGA,가상화폐(비트코인 등)
046110,한일네트웍스,가상화폐(비트코인 등)
046440,KG모빌리언스,가상화폐(비트코인 등)
094480,갤럭시아머니트리,가상화폐(비트코인 등)
057680,티사이언티픽,가상화폐(비트코인 등)
036090,위지트,가상화폐(비트코인 등)
021080,에이티넘인베스트,가상화폐(비트코인 등)
041190,우리기술투자,가상화폐(비트코인 등)
121800,비덴트,가상화폐(비트코인 등)
064260,다날,가상화폐(비트코인 등)
019550,SBI인베스트먼트,가상화폐(비트코인 등)
123840,한일진공,가상화폐(비트코인 등)
042040,케이피엠테크,가상화폐(비트코인 등)
058630,엠게임,가상화폐(비트코인 등)
214270,퓨쳐스트림네트웍스,가상화폐(비트코인 등)
184230,SGA솔루션즈,가상화폐(비트코인 등)
036170,클라우드에어,가상화폐(비트코인 등)
036620,감성코퍼레이션,가상화폐(비트코인 등)
035720,카카오,가상화폐(비트코인 등)
035420,NAVER,가상화폐(비트코인 등)
101140,인바이오젠,가상화폐(비트코인 등)
246690,TS인베스트먼트,가상화폐(비트코인 등)
005930,삼성전자,갤럭시 부품주
009150,삼성전기,갤럭시 부품주
033240,자화전자,갤럭시 부품주
053450,세코닉스,갤럭시 부품주
050110,캠시스,갤럭시 부품주
047310,파워로직스,갤럭시 부품주
097520,엠씨넥스,갤럭시 부품주
091700,파트론,갤럭시 부품주
052710,아모텍,갤럭시 부품주
007810,코리아써키트,갤럭시 부품주
051370,인터플렉스,갤럭시 부품주
090460,비에이치,갤럭시 부품주
082210,옵트론텍,갤럭시 부품주
101390,아이엠,갤럭시 부품주
060720,KH바텍,갤럭시 부품주
054210,이랜텍,갤럭시 부품주
061040,알에프텍,갤럭시 부품주
089010,켐트로닉스,갤럭시 부품주
049080,기가레인,갤럭시 부품주
101330,모베이스,갤럭시 부품주
049070,인탑스,갤럭시 부품주
190510,나무가,갤럭시 부품주
213420,덕산네오룩스,갤럭시 부품주
085670,뉴프렉스,갤럭시 부품주
187270,신화콘텍,갤럭시 부품주
007660,이수페타시스,갤럭시 부품주
004710,한솔테크닉스,갤럭시 부품주
025320,시노펙스,갤럭시 부품주
238090,앤디포스,갤럭시 부품주
192650,드림텍,갤럭시 부품주
272290,이녹스첨단소재,갤럭시 부품주
178920,PI첨단소재,갤럭시 부품주
125210,아모그린텍,갤럭시 부품주
294140,레몬,갤럭시 부품주
204270,제이앤티씨,갤럭시 부품주
353200,대덕전자,갤럭시 부품주
332570,와이팜,갤럭시 부품주
148150,세경하이테크,갤럭시 부품주
000720,현대건설,건설 대표주
047040,대우건설,건설 대표주
006360,GS건설,건설 대표주
028260,삼성물산,건설 대표주
294870,HDC현대산업개발,건설 대표주
375500,DL이앤씨,건설 대표주
267270,현대건설기계,건설기계
241560,두산밥캣,건설기계
042670,두산인프라코어,건설기계
003010,혜인,건설기계
010240,흥국,건설기계
041440,현대에버다임,건설기계
109860,동일금속,건설기계
015230,대창단조,건설기계
019770,서연탑메탈,건설기계
073640,테라사이언스,건설기계
053160,프리엠스,건설기계
210540,디와이파워,건설기계
036890,진성티이씨,건설기계
017550,수산중공업,건설기계
317850,대모,건설기계
009450,경동나비엔,겨울
002700,신일전자,겨울
037070,파세코,겨울
008470,부스타,겨울
036460,한국가스공사,겨울
004690,삼천리,겨울
071320,지역난방공사,겨울
015350,부산가스,겨울
016710,대성홀딩스,겨울
017390,서울가스,겨울
034590,인천도시가스,겨울
015360,예스코홀딩스,겨울
117580,대성에너지,겨울
053050,지에스이,겨울
000100,유한양행,겨울
006280,녹십자,겨울
128940,한미약품,겨울
000020,동화약품,겨울
009290,광동제약,겨울
111770,영원무역,겨울
005610,SPC삼립,겨울
215000,골프존,겨울
267290,경동도시가스,겨울
016590,신대양제지,골판지 제조
002310,아세아제지,골판지 제조
002200,한국수출포장,골판지 제조
011280,태림포장,골판지 제조
014160,대영포장,골판지 제조
004150,한솔홀딩스,골판지 제조
006740,영풍제지,골판지 제조
016100,리더스코스메틱,골판지 제조
017650,대림제지,골판지 제조
023600,삼보판지,골판지 제조
008730,율촌화학,골판지 제조
021240,코웨이,공기청정기
044340,위닉스,공기청정기
045520,크린앤사이언스,공기청정기
043260,성호전자,공기청정기
058610,에스피지,공기청정기
071460,위니아딤채,공기청정기
284740,쿠쿠홈시스,공기청정기
067170,오텍,공기청정기
005930,삼성전자,공기청정기
066570,LG전자,공기청정기
002700,신일전자,공기청정기
016920,카스,공기청정기
030000,제일기획,광고
035000,지투알,광고
010470,오리콤,광고
123570,이엠넷,광고
051160,지어소프트,광고
089600,나스미디어,광고
214320,이노션,광고
127710,아시아경제,광고
230360,에코마케팅,광고
214270,퓨쳐스트림네트웍스,광고
216050,인크로스,광고
263700,케어랩스,광고
237820,플레이디,광고
273060,와이즈버즈,광고
236810,엔비티,광고
321820,와이더플래닛,광고
030720,동원수산,구제역/광우병 수혜
006090,사조오양,구제역/광우병 수혜
003680,한성기업,구제역/광우병 수혜
014580,태경비케이,구제역/광우병 수혜
003960,사조대림,구제역/광우병 수혜
004970,신라교역,구제역/광우병 수혜
006040,동원산업,구제역/광우병 수혜
007160,사조산업,구제역/광우병 수혜
025870,신라에스지,구제역/광우병 수혜
027740,마니커,구제역/광우병 수혜
136480,하림,구제역/광우병 수혜
088910,동우팜투테이블,구제역/광우병 수혜
011150,CJ씨푸드,구제역/광우병 수혜
035810,이지홀딩스,구제역/광우병 수혜
027710,팜스토리,구제역/광우병 수혜
036480,대성미생물,구제역/광우병 수혜
018620,우진비앤지,구제역/광우병 수혜
005860,한일사료,구제역/광우병 수혜
006980,우성사료,구제역/광우병 수혜
208140,정다운,구제역/광우병 수혜
900110,이스트아시아홀딩스,국내 상장 중국기업
900120,씨케이에이치,국내 상장 중국기업
900070,글로벌에스엠,국내 상장 중국기업
900250,크리스탈신소재,국내 상장 중국기업
900260,로스웰,국내 상장 중국기업
900270,헝셩그룹,국내 상장 중국기업
900280,골든센츄리,국내 상장 중국기업
900300,오가닉티코스메틱,국내 상장 중국기업
900310,컬러레이,국내 상장 중국기업
900340,윙입푸드,국내 상장 중국기업
291230,삼성스팩2호,기업인수목적회사(SPAC)
307160,하나머스트제6호스팩,기업인수목적회사(SPAC)
307070,SK4호스팩,기업인수목적회사(SPAC)
307870,상상인이안1호스팩,기업인수목적회사(SPAC)
310870,한국제8호스팩,기업인수목적회사(SPAC)
310840,엔에이치스팩13호,기업인수목적회사(SPAC)
311270,키움제5호스팩,기업인수목적회사(SPAC)
313750,유안타제4호스팩,기업인수목적회사(SPAC)
317030,케이비17호스팩,기업인수목적회사(SPAC)
317320,한화에스비아이스팩,기업인수목적회사(SPAC)
321260,유진스팩4호,기업인수목적회사(SPAC)
323280,신영스팩5호,기업인수목적회사(SPAC)
323940,케이비제18호스팩,기업인수목적회사(SPAC)
323210,이베스트이안스팩1호,기업인수목적회사(SPAC)
328380,미래에셋대우스팩3호,기업인수목적회사(SPAC)
329560,상상인이안제2호스팩,기업인수목적회사(SPAC)
330990,케이비제19호스팩,기업인수목적회사(SPAC)
331380,유진스팩5호,기업인수목적회사(SPAC)
332290,대신밸런스제7호스팩,기업인수목적회사(SPAC)
331520,교보9호스팩,기업인수목적회사(SPAC)
333050,신한제6호스팩,기업인수목적회사(SPAC)
332710,하나금융14호스팩,기업인수목적회사(SPAC)
336060,유안타제5호스팩,기업인수목적회사(SPAC)
337450,SK5호스팩,기업인수목적회사(SPAC)
335870,IBKS제12호스팩,기업인수목적회사(SPAC)
340360,유안타제6호스팩,기업인수목적회사(SPAC)
336570,대신밸런스제8호스팩,기업인수목적회사(SPAC)
340120,하이제5호스팩,기업인수목적회사(SPAC)
340440,한화플러스제1호스팩,기업인수목적회사(SPAC)
342550,케이비제20호스팩,기업인수목적회사(SPAC)
341160,하나금융15호스팩,기업인수목적회사(SPAC)
344050,신영스팩6호,기업인수목적회사(SPAC)
340350,SK6호스팩,기업인수목적회사(SPAC)
349720,이베스트스팩5호,기업인수목적회사(SPAC)
353190,엔에이치스팩16호,기업인수목적회사(SPAC)
351320,IBKS제14호스팩,기업인수목적회사(SPAC)
351340,IBKS제13호스팩,기업인수목적회사(SPAC)
343510,하나금융16호스팩,기업인수목적회사(SPAC)
355150,교보10호스팩,기업인수목적회사(SPAC)
359090,엔에이치스팩17호,기업인수목적회사(SPAC)
367340,DB금융스팩8호,기업인수목적회사(SPAC)
353060,에이치엠씨제5호스팩,기업인수목적회사(SPAC)
353070,에이치엠씨제4호스팩,기업인수목적회사(SPAC)
365590,엔에이치스팩18호,기업인수목적회사(SPAC)
369370,대신밸런스제9호스팩,기업인수목적회사(SPAC)
367460,유안타제7호스팩,기업인수목적회사(SPAC)
368770,한국9호스팩,기업인수목적회사(SPAC)
366330,신한제7호스팩,기업인수목적회사(SPAC)
363260,하나금융17호스팩,기업인수목적회사(SPAC)
373200,IBKS제15호스팩,기업인수목적회사(SPAC)
372290,하나머스트7호스팩,기업인수목적회사(SPAC)
347140,케이프이에스제4호,기업인수목적회사(SPAC)
367360,DB금융스팩9호,기업인수목적회사(SPAC)
367480,유안타제8호스팩,기업인수목적회사(SPAC)
373340,유진스팩6호,기업인수목적회사(SPAC)
377400,하이제6호스팩,기업인수목적회사(SPAC)
380440,엔에이치스팩19호,기업인수목적회사(SPAC)
377630,삼성스팩4호,기업인수목적회사(SPAC)
380320,삼성머스트스팩5호,기업인수목적회사(SPAC)
008970,동양철관,남-북-러 가스관사업
071090,하이스틸,남-북-러 가스관사업
039610,화성밸브,남-북-러 가스관사업
048470,대동스틸,남-북-러 가스관사업
044060,조광ILI,남-북-러 가스관사업
005010,휴스틸,남-북-러 가스관사업
100090,삼강엠앤티,남-북-러 가스관사업
008420,문배철강,남-북-러 가스관사업
017480,삼현철강,남-북-러 가스관사업
026940,부국철강,남-북-러 가스관사업
060380,동양에스텍,남-북-러 가스관사업
085310,엔케이,남-북-러 가스관사업
105740,디케이락,남-북-러 가스관사업
095190,이엠코리아,남-북-러 가스관사업
306200,세아제강,남-북-러 가스관사업
004690,삼천리,도시가스
017390,서울가스,도시가스
015360,예스코홀딩스,도시가스
015350,부산가스,도시가스
034590,인천도시가스,도시가스
016710,대성홀딩스,도시가스
053050,지에스이,도시가스
117580,대성에너지,도시가스
036460,한국가스공사,도시가스
267290,경동도시가스,도시가스
033320,제이씨현시스템,드론(Drone)
010820,퍼스텍,드론(Drone)
005870,휴니드,드론(Drone)
047810,한국항공우주,드론(Drone)
012450,한화에어로스페이스,드론(Drone)
099320,쎄트렉아이,드론(Drone)
097520,엠씨넥스,드론(Drone)
093520,매커스,드론(Drone)
051380,피씨디렉트,드론(Drone)
076610,해성옵틱스,드론(Drone)
106520,디지탈옵틱,드론(Drone)
035460,기산텔레콤,드론(Drone)
000120,CJ대한통운,드론(Drone)
003490,대한항공,드론(Drone)
030200,KT,드론(Drone)
047080,한빛소프트,드론(Drone)
306620,네온테크,드론(Drone)
274090,켄코아에어로스페이스,드론(Drone)
272210,한화시스템,드론(Drone)
177350,베셀,드론(Drone)
140910,에이리츠,리츠(REITs)
145270,케이탑리츠,리츠(REITs)
204210,모두투어리츠,리츠(REITs)
293940,신한알파리츠,리츠(REITs)
088260,이리츠코크렙,리츠(REITs)
330590,롯데리츠,리츠(REITs)
338100,NH프라임리츠,리츠(REITs)
334890,이지스밸류리츠,리츠(REITs)
357250,미래에셋맵스리츠,리츠(REITs)
350520,이지스레지던스리츠,리츠(REITs)
348950,제이알글로벌리츠,리츠(REITs)
357120,코람코에너지리츠,리츠(REITs)
365550,ESR켄달스퀘어리츠,리츠(REITs)
065950,웰크론,마스크
045060,오공,마스크
042040,케이피엠테크,마스크
083550,케이엠,마스크
034940,조아제약,마스크
012690,모나리자,마스크
115390,락앤락,마스크
217480,에스디생명공학,마스크
002720,국제약품,마스크
225430,케이엠제약,마스크
091970,나노캠텍,마스크
086450,동국제약,마스크
001060,JW중외제약,마스크
013990,아가방컴퍼니,마스크
108230,톱텍,마스크
249420,일동제약,마스크
016880,웅진,마스크
002070,비비안,마스크
102280,쌍방울,마스크
142280,녹십자엠에스,마스크
018250,애경산업,마스크
226440,한송네오텍,마스크
004540,깨끗한나라,마스크
079980,휴비스,마스크
294140,레몬,마스크
001520,동양,마스크
045520,크린앤사이언스,마스크
083640,인콘,마스크
001140,국보,마스크
227100,디자인,마스크
138690,엘아이에스,마스크
352700,씨앤투스성진,마스크
051160,지어소프트,마켓컬리 관련주
001740,SK네트웍스,마켓컬리 관련주
036580,팜스코,마켓컬리 관련주
103840,우양,마켓컬리 관련주
025880,케이씨피드,마켓컬리 관련주
241520,DSC인베스트먼트,마켓컬리 관련주
100790,미래에셋벤처투자,마켓컬리 관련주
067010,이씨에스,마켓컬리 관련주
006890,태경케미컬,마켓컬리 관련주
189980,흥국에프엔비,마켓컬리 관련주
171090,선익시스템,메타버스(Metaverse)
058630,엠게임,메타버스(Metaverse)
047080,한빛소프트,메타버스(Metaverse)
094360,칩스앤미디어,메타버스(Metaverse)
225330,씨엠에스에듀,메타버스(Metaverse)
347860,알체라,메타버스(Metaverse)
193250,와이제이엠게임즈,메타버스(Metaverse)
054210,이랜텍,메타버스(Metaverse)
043610,지니뮤직,메타버스(Metaverse)
017670,SK텔레콤,메타버스(Metaverse)
002070,비비안,메타버스(Metaverse)
035420,NAVER,메타버스(Metaverse)
044380,주연테크,메타버스(Metaverse)
230980,에이트원,메타버스(Metaverse)
096630,에스코넥,메타버스(Metaverse)
089890,코세스,메타버스(Metaverse)
109080,옵티시스,메타버스(Metaverse)
289220,자이언트스텝,메타버스(Metaverse)
299900,위지윅스튜디오,메타버스(Metaverse)
005380,현대차,메타버스(Metaverse)
030200,KT,메타버스(Metaverse)
032640,LG유플러스,메타버스(Metaverse)
034120,SBS,메타버스(Metaverse)
052220,iMBC,메타버스(Metaverse)
035720,카카오,메타버스(Metaverse)
217270,넵튠,메타버스(Metaverse)
052020,에스티큐브,면역항암제
224060,코디엠,면역항암제
095700,제넥신,면역항암제
086890,이수앱지스,면역항암제
144510,녹십자랩셀,면역항암제
182400,엔케이맥스,면역항암제
000100,유한양행,면역항암제
170900,동아에스티,면역항암제
001540,안국약품,면역항암제
085660,차바이오텍,면역항암제
084990,헬릭스미스,면역항암제
083790,크리스탈지노믹스,면역항암제
009420,한올바이오파마,면역항암제
298380,에이비엘바이오,면역항암제
263050,유틸렉스,면역항암제
031390,녹십자셀,면역항암제
174900,앱클론,면역항암제
083640,인콘,면역항암제
039200,오스코텍,면역항암제
299660,셀리드,면역항암제
003520,영진약품,면역항암제
321550,티움바이오,면역항암제
235980,메드팩토,면역항암제
208340,파멥신,면역항암제
323990,박셀바이오,면역항암제
950220,네오이뮨텍REG.S,면역항암제
039290,인포뱅크,모바일솔루션(스마트폰)
041020,폴라리스오피스,모바일솔루션(스마트폰)
064260,다날,모바일솔루션(스마트폰)
051160,지어소프트,모바일솔루션(스마트폰)
064800,젬백스링크,모바일솔루션(스마트폰)
065440,이루온,모바일솔루션(스마트폰)
072130,유엔젤,모바일솔루션(스마트폰)
078000,텔코웨어,모바일솔루션(스마트폰)
079970,투비소프트,모바일솔루션(스마트폰)
086960,한컴MDS,모바일솔루션(스마트폰)
089850,유비벨록스,모바일솔루션(스마트폰)
094480,갤럭시아머니트리,모바일솔루션(스마트폰)
100030,모바일리더,모바일솔루션(스마트폰)
108860,셀바스AI,모바일솔루션(스마트폰)
139670,키네마스터,모바일솔루션(스마트폰)
039560,다산네트웍스,모바일솔루션(스마트폰)
153460,네이블,모바일솔루션(스마트폰)
115610,이미지스,모바일솔루션(스마트폰)
042000,카페24,모바일솔루션(스마트폰)
290510,코리아센터,모바일솔루션(스마트폰)
065370,위세아이텍,모바일솔루션(스마트폰)
163730,핑거,모바일솔루션(스마트폰)
005930,삼성전자,무선충전기술
066570,LG전자,무선충전기술
006260,LS,무선충전기술
061040,알에프텍,무선충전기술
089010,켐트로닉스,무선충전기술
054210,이랜텍,무선충전기술
004710,한솔테크닉스,무선충전기술
009150,삼성전기,무선충전기술
011070,LG이노텍,무선충전기술
068270,셀트리온,바이오시밀러(복제 바이오의약품)
086890,이수앱지스,바이오시밀러(복제 바이오의약품)
006280,녹십자,바이오시밀러(복제 바이오의약품)
128940,한미약품,바이오시밀러(복제 바이오의약품)
009420,한올바이오파마,바이오시밀러(복제 바이오의약품)
003060,에이프로젠제약,바이오시밀러(복제 바이오의약품)
053030,바이넥스,바이오시밀러(복제 바이오의약품)
068760,셀트리온제약,바이오시밀러(복제 바이오의약품)
170900,동아에스티,바이오시밀러(복제 바이오의약품)
196170,알테오젠,바이오시밀러(복제 바이오의약품)
222110,팬젠,바이오시밀러(복제 바이오의약품)
207940,삼성바이오로직스,바이오시밀러(복제 바이오의약품)
069620,대웅제약,바이오시밀러(복제 바이오의약품)
051910,LG화학,바이오시밀러(복제 바이오의약품)
